B'g;Temp (K);B'c;Hw (kJ/kg)
0.90;3450;0.490081194;11977.07891
0.90;3475;0.534908533;12487.7492
0.90;3500;0.58723309;13037.18006
0.90;3525;0.648738262;13629.05405
0.90;3550;0.721536824;14266.94983
0.90;3575;0.808305225;14954.1418
0.90;3600;0.912472098;15693.34413
0.90;3625;1.038488597;16486.39881
0.90;3650;1.192225358;17333.91274
0.90;3675;1.381571163;18234.85773
0.90;3700;1.617363551;19186.15697
0.90;3725;1.914886907;20182.29162
0.90;3750;2.296384925;21214.96854
0.90;3775;2.795485174;22272.89168
0.90;3800;3.46546791;23341.67011
0.90;3825;4.395906715;24403.87106
0.90;3850;5.749501176;25439.17899
0.90;3875;7.854697905;26424.53871
0.90;3900;11.48503982;27333.9948
0.90;3925;18.98104785;28137.49109
0.90;3950;42.09165452;28795.95659
0.90;3975;42.09165452;28795.95659
0.90;4000;42.09165452;28795.95659
B'g;Temp (K);B'c;Hw (kJ/kg)
1.00;250;0;-6110.607787
1.00;275;0;-6055.558003
1.00;300;0;-5993.428686
1.00;325;0;-5925.097
1.00;350;0;-5852.237626
1.00;375;0;-5776.707623
1.00;400;0;-5700.089299
1.00;425;0;-5623.485654
1.00;450;0;-5547.499082
1.00;475;0;-5472.294153
1.00;500;0;-5397.677244
1.00;525;0;-5323.160926
1.00;550;0;-5248.001962
1.00;575;0;-5171.210754
1.00;600;0;-5091.532726
1.00;625;0;-5007.402608
1.00;650;0;-4916.872988
1.00;675;0;-4817.521569
1.00;700;0;-4706.3479
1.00;725;0;-4579.683049
1.00;750;0;-4433.157416
1.00;775;0;-4261.803819
1.00;800;0;-4060.410358
1.00;825;0;-3824.262774
1.00;850;0;-3550.389731
1.00;875;0;-3239.282114
1.00;900;0;-2896.732788
1.00;925;0;-2534.959853
1.00;950;0;-2171.82564
1.00;975;0;-1827.384014
1.00;1000;0;-1518.609175
1.00;1025;0;-1254.995897
1.00;1050;0;-1037.512782
1.00;1075;0;-860.893518
1.00;1100;0;-717.1261403
1.00;1125;0;-598.1418437
1.00;1150;0;-497.139655
1.00;1175;0;-408.9058675
1.00;1200;0;-329.6463275
1.00;1225;0;-256.6738664
1.00;1250;0;-188.1080157
1.00;1275;0;-122.6362764
1.00;1300;0;-59.33958904
1.00;1325;0;2.430134822
1.00;1350;0;63.13429275
1.00;1375;0;123.105161
1.00;1400;0;182.5852043
1.00;1425;0;241.7540252
1.00;1450;0;300.7469634
1.00;1475;0;359.6680444
1.00;1500;0;418.5990816
1.00;1525;0;477.6061474
1.00;1550;0;536.7442277
1.00;1575;0;596.0606155
1.00;1600;0;655.5974197
1.00;1625;0;715.3934512
1.00;1650;0;775.4856646
1.00;1675;0;835.9102827
1.00;1700;0;896.7036902
1.00;1725;0;957.9031621
1.00;1750;0;1019.547467
1.00;1775;0;1081.677382
1.00;1800;0;1144.336132
1.00;1825;0;1207.569785
1.00;1850;0;1271.427596
1.00;1875;0;1335.962321
1.00;1900;0;1401.230498
1.00;1925;0;1467.292701
1.00;1950;0;1534.213769
1.00;1975;0;1602.063008
1.00;2000;0;1670.914371
1.00;2025;0;1740.8466
1.00;2050;0;1811.94336
1.00;2075;0;1884.293317
1.00;2100;0;1957.990201
1.00;2125;0;2033.132835
1.00;2150;0;2109.825119
1.00;2175;0;2188.175982
1.00;2200;0;2268.299293
1.00;2225;0;2350.313733
1.00;2250;0;2434.342622
1.00;2275;0;2520.513708
1.00;2300;0;2608.958911
1.00;2325;0;2699.814027
1.00;2350;0;2793.218396
1.00;2375;0;2889.314527
1.00;2400;7.83E-06;2988.247698
1.00;2425;0.003516266;3090.165521
1.00;2450;0.007233963;3195.217489
1.00;2475;0.011167792;3303.554511
1.00;2500;0.015324464;3415.328433
1.00;2525;0.019710503;3530.691581
1.00;2550;0.024332228;3649.796303
1.00;2575;0.029195738;3772.794565
1.00;2600;0.034306903;3899.837587
1.00;2625;0.039671363;4031.075557
1.00;2650;0.045294542;4166.657434
1.00;2675;0.051181671;4306.73089
1.00;2700;0.057337831;4451.442386
1.00;2725;0.06376802;4600.93745
1.00;2750;0.070477241;4755.36118
1.00;2775;0.077470627;4914.859017
1.00;2800;0.084753603;5079.577843
1.00;2825;0.092332098;5249.667459
1.00;2850;0.100212812;5425.28251
1.00;2875;0.108403556;5606.584918
1.00;2900;0.116913668;5793.746922
1.00;2925;0.125754539;5986.954786
1.00;2950;0.134940248;6186.413308
1.00;2975;0.14448835;6392.351199
1.00;3000;0.154420824;6605.027475
1.00;3025;0.164765234;6824.738973
1.00;3050;0.175556127;7051.829109
1.00;3075;0.186836723;7286.698023
1.00;3100;0.198660951;7529.814211
1.00;3125;0.211095901;7781.727763
1.00;3150;0.224224773;8043.085282
1.00;3175;0.238150426;8314.646503
1.00;3200;0.252999645;8597.302581
1.00;3225;0.268928294;8892.095896
1.00;3250;0.286127536;9200.241061
1.00;3275;0.304831371;9523.146645
1.00;3300;0.325325817;9862.436785
1.00;3325;0.347960124;10219.97153
1.00;3350;0.373160595;10597.86427
1.00;3375;0.401447709;10998.49393
1.00;3400;0.433457542;11424.50901
1.00;3425;0.469968826;11878.8195
1.00;3450;0.511937501;12364.57192
1.00;3475;0.560541411;12885.10164
1.00;3500;0.61723889;13443.85582
1.00;3525;0.683846725;14044.27985
1.00;3550;0.762645612;14689.65997
1.00;3575;0.856525348;15382.9163
1.00;3600;0.969188645;16126.34253
1.00;3625;1.105443434;16921.29331
1.00;3650;1.27163211;17767.82673
1.00;3675;1.476278906;18664.31794
1.00;3700;1.731096265;19607.06949
1.00;3725;2.052604928;20589.95357
1.00;3750;2.46485101;21604.12709
1.00;3775;3.004190811;22637.85995
1.00;3800;3.728232411;23676.50495
1.00;3825;4.733828538;24702.61099
1.00;3850;6.196896249;25696.13302
1.00;3875;8.472525888;26634.61193
1.00;3900;12.39680855;27493.04052
1.00;3925;20.49833157;28242.71337
1.00;3950;45.45789119;28846.56662
1.00;3975;45.45789119;28846.56662
1.00;4000;45.45789119;28846.56662
B'g;Temp (K);B'c;Hw (kJ/kg)
1.20;250;0;-6390.363187
1.20;275;0;-6335.291097
1.20;300;0;-6273.234407
1.20;325;0;-6204.808444
1.20;350;0;-6131.459398
1.20;375;0;-6054.929375
1.20;400;0;-5976.802845
1.20;425;0;-5898.26071
1.20;450;0;-5820.013582
1.20;475;0;-5742.333773
1.20;500;0;-5665.119398
1.20;525;0;-5587.952854
1.20;550;0;-5510.137065
1.20;575;0;-5430.703656
1.20;600;0;-5348.391447
1.20;625;0;-5261.59501
1.20;650;0;-5168.28412
1.20;675;0;-5065.89854
1.20;700;0;-4951.230054
1.20;725;0;-4820.318146
1.20;750;0;-4668.410361
1.20;775;0;-4490.073924
1.20;800;0;-4279.585379
1.20;825;0;-4031.749587
1.20;850;0;-3743.265081
1.20;875;0;-3414.591735
1.20;900;0;-3051.923493
1.20;925;0;-2668.358276
1.20;950;0;-2283.00799
1.20;975;0;-1917.272627
1.20;1000;0;-1589.230821
1.20;1025;0;-1309.003718
1.20;1050;0;-1077.677038
1.20;1075;0;-889.731912
1.20;1100;0;-736.7274427
1.20;1125;0;-610.139396
1.20;1150;0;-502.7649968
1.20;1175;0;-409.0687144
1.20;1200;0;-325.0120703
1.20;1225;0;-247.7277029
1.20;1250;0;-175.204106
1.20;1275;0;-106.0339514
1.20;1300;0;-39.22949249
1.20;1325;0;25.90733446
1.20;1350;0;89.87453481
1.20;1375;0;153.0314221
1.20;1400;0;215.6406161
1.20;1425;0;277.8968971
1.20;1450;0;339.9471625
1.20;1475;0;401.9043466
1.20;1500;0;463.857227
1.20;1525;0;525.8774071
1.20;1550;0;588.0243502
1.20;1575;0;650.3490548
1.20;1600;0;712.8967774
1.20;1625;0;775.709083
1.20;1650;0;838.8254147
1.20;1675;0;902.2843197
1.20;1700;0;966.1244268
1.20;1725;0;1030.385241
1.20;1750;0;1095.107807
1.20;1775;0;1160.335268
1.20;1800;0;1226.113358
1.20;1825;0;1292.490825
1.20;1850;0;1359.519815
1.20;1875;0;1427.256215
1.20;1900;0;1495.759967
1.20;1925;0;1565.095342
1.20;1950;0;1635.331198
1.20;1975;0;1706.541201
1.20;2000;0;1778.804024
1.20;2025;0;1852.203507
1.20;2050;0;1926.828808
1.20;2075;0;2002.774486
1.20;2100;0;2080.140584
1.20;2125;0;2159.032651
1.20;2150;0;2239.561741
1.20;2175;0;2321.844355
1.20;2200;0;2406.002355
1.20;2225;0;2492.162825
1.20;2250;0;2580.457887
1.20;2275;0;2671.024471
1.20;2300;0;2764.004047
1.20;2325;0;2859.542299
1.20;2350;0;2957.788765
1.20;2375;0;3058.896434
1.20;2400;0;3163.021307
1.20;2425;0;3270.321927
1.20;2450;0;3380.958879
1.20;2475;0;3495.094282
1.20;2500;0;3612.891264
1.20;2525;0;3734.513451
1.20;2550;0;3860.124465
1.20;2575;0;3989.887465
1.20;2600;0.000635476;4123.96473
1.20;2625;0.006767575;4262.517327
1.20;2650;0.013202272;4405.704868
1.20;2675;0.01994621;4553.685398
1.20;2700;0.027005879;4706.615437
1.20;2725;0.034387691;4864.650221
1.20;2750;0.042098076;5027.944163
1.20;2775;0.050143627;5196.651609
1.20;2800;0.058531276;5370.927905
1.20;2825;0.067268534;5550.930864
1.20;2850;0.076363794;5736.822672
1.20;2875;0.085826711;5928.772316
1.20;2900;0.095668678;6126.958613
1.20;2925;0.105903413;6331.573914
1.20;2950;0.11654769;6542.828591
1.20;2975;0.127622226;6760.956396
1.20;3000;0.139152761;6986.220807
1.20;3025;0.15117138;7218.922475
1.20;3050;0.163718103;7459.407868
1.20;3075;0.176842816;7708.079247
1.20;3100;0.190607592;7965.406056
1.20;3125;0.20508949;8231.937805
1.20;3150;0.22038393;8508.318499
1.20;3175;0.236608745;8795.302586
1.20;3200;0.253909073;9093.772343
1.20;3225;0.272463255;9404.756464
1.20;3250;0.292489959;9729.449484
1.20;3275;0.314256829;10069.23142
1.20;3300;0.338091006;10425.68672
1.20;3325;0.364392009;10800.62119
1.20;3350;0.393647591;11196.0751
1.20;3375;0.426453403;11614.33012
1.20;3400;0.463537601;12057.90671
1.20;3425;0.505791933;12529.54824
1.20;3450;0.554311446;13032.18677
1.20;3475;0.610445855;13568.88484
1.20;3500;0.675866891;14142.74687
1.20;3525;0.75265793;14756.79365
1.20;3550;0.843435253;15413.7937
1.20;3575;0.951515;16116.04731
1.20;3600;1.081147573;16865.12176
1.20;3625;1.237853828;17661.54185
1.20;3650;1.428918813;18504.44643
1.20;3675;1.664136469;19391.23055
1.20;3700;1.956967352;20317.20198
1.20;3725;2.326402434;21275.28827
1.20;3750;2.800088916;22255.83423
1.20;3775;3.41983461;23246.52493
1.20;3800;4.25189324;24232.45373
1.20;3825;5.407657786;25196.32515
1.20;3850;7.089444515;26118.73388
1.20;3875;9.705551179;26978.38637
1.20;3900;14.21695158;27751.99002
1.20;3925;23.52761889;28413.16574
1.20;3950;52.17774391;28928.17797
1.20;3975;52.17774391;28928.17797
1.20;4000;52.17774391;28928.17797
B'g;Temp (K);B'c;Hw (kJ/kg)
1.50;250;0;-6731.115813
1.50;275;0;-6675.606717
1.50;300;0;-6613.180732
1.50;325;0;-6544.228975
1.50;350;0;-6469.984966
1.50;375;0;-6392.067178
1.50;400;0;-6312.043882
1.50;425;0;-6231.160091
1.50;450;0;-6150.231002
1.50;475;0;-6069.642235
1.50;500;0;-5989.395096
1.50;525;0;-5909.155917
1.50;550;0;-5828.288054
1.50;575;0;-5745.856838
1.50;600;0;-5660.603249
1.50;625;0;-5570.884394
1.50;650;0;-5474.580496
1.50;675;0;-5368.972501
1.50;700;0;-5250.603087
1.50;725;0;-5115.150842
1.50;750;0;-4957.3761
1.50;775;0;-4771.238006
1.50;800;0;-4550.327504
1.50;825;0;-4288.785526
1.50;850;0;-3982.830087
1.50;875;0;-3632.827676
1.50;900;0;-3245.450055
1.50;925;0;-2834.910103
1.50;950;0;-2421.926838
1.50;975;0;-2029.636925
1.50;1000;0;-1677.541928
1.50;1025;0;-1376.568331
1.50;1050;0;-1127.954874
1.50;1075;0;-925.8665966
1.50;1100;0;-761.3250955
1.50;1125;0;-625.2366472
1.50;1150;0;-509.8970385
1.50;1175;0;-409.3696708
1.50;1200;0;-319.3118303
1.50;1225;0;-236.6318591
1.50;1250;0;-159.1551463
1.50;1275;0;-85.3563055
1.50;1300;0;-14.16205159
1.50;1325;0;55.1879368
1.50;1350;0;123.2372821
1.50;1375;0;190.3789934
1.50;1400;0;256.9008049
1.50;1425;0;323.0163992
1.50;1450;0;388.887051
1.50;1475;0;454.6367572
1.50;1500;0;520.3629183
1.50;1525;0;586.1439603
1.50;1550;0;652.0448401
1.50;1575;0;718.1210736
1.50;1600;0;784.4217258
1.50;1625;0;850.9916658
1.50;1650;0;917.8732967
1.50;1675;0;985.1079097
1.50;1700;0;1052.736764
1.50;1725;0;1120.801967
1.50;1750;0;1189.347209
1.50;1775;0;1258.418389
1.50;1800;0;1328.06415
1.50;1825;0;1398.336362
1.50;1850;0;1469.290543
1.50;1875;0;1540.986245
1.50;1900;0;1613.487397
1.50;1925;0;1686.862621
1.50;1950;0;1761.185514
1.50;1975;0;1836.534898
1.50;2000;0;1912.995043
1.50;2025;0;1990.655851
1.50;2050;0;2069.613021
1.50;2075;0;2149.968151
1.50;2100;0;2231.828831
1.50;2125;0;2315.308674
1.50;2150;0;2400.527316
1.50;2175;0;2487.610365
1.50;2200;0;2576.6893
1.50;2225;0;2667.90133
1.50;2250;0;2761.389192
1.50;2275;0;2857.300907
1.50;2300;0;2955.789477
1.50;2325;0;3057.01254
1.50;2350;0;3161.131968
1.50;2375;0;3268.313428
1.50;2400;0;3378.725895
1.50;2425;0;3492.541131
1.50;2450;0;3609.933137
1.50;2475;0;3731.077583
1.50;2500;0;3856.151221
1.50;2525;0;3985.331315
1.50;2550;0;4118.795068
1.50;2575;0;4256.719102
1.50;2600;0;4399.278971
1.50;2625;0;4546.648766
1.50;2650;0;4699.000809
1.50;2675;0;4856.505477
1.50;2700;0;5019.331195
1.50;2725;0;5187.644615
1.50;2750;0;5361.61104
1.50;2775;0.008047816;5541.395132
1.50;2800;0.01803941;5727.161952
1.50;2825;0.02846073;5919.07839
1.50;2850;0.039322789;6117.315051
1.50;2875;0.050638098;6322.048662
1.50;2900;0.062421225;6533.465075
1.50;2925;0.07468949;6751.762949
1.50;2950;0.087463815;6977.158198
1.50;2975;0.100769773;7209.889304
1.50;3000;0.11463887;7450.223583
1.50;3025;0.129110097;7698.464505
1.50;3050;0.144231816;7954.960177
1.50;3075;0.160064045;8220.113054
1.50;3100;0.176681207;8494.390978
1.50;3125;0.194175454;8778.339558
1.50;3150;0.212660669;9072.595918
1.50;3175;0.232277284;9377.903726
1.50;3200;0.253198097;9695.129352
1.50;3225;0.275635286;10025.27885
1.50;3250;0.299848896;10369.51526
1.50;3275;0.32615714;10729.1756
1.50;3300;0.354948941;11105.78629
1.50;3325;0.386699293;11501.07583
1.50;3350;0.421988175;11916.98247
1.50;3375;0.461524026;12355.65449
1.50;3400;0.506173116;12819.43973
1.50;3425;0.556996673;13310.86019
1.50;3450;0.615298313;13832.56706
1.50;3475;0.682685405;14387.27053
1.50;3500;0.761149548;14977.63853
1.50;3525;0.853173686;15606.15882
1.50;3550;0.96187703;16274.95985
1.50;3575;1.091214636;16985.58798
1.50;3600;1.246257623;17738.74285
1.50;3625;1.433595116;18533.97822
1.50;3650;1.661924607;19369.38283
1.50;3675;1.942942435;20241.26459
1.50;3700;2.292728224;21143.86871
1.50;3725;2.733973709;22069.16638
1.50;3750;3.29972069;23006.74952
1.50;3775;4.039942962;23943.8593
1.50;3800;5.033843566;24865.55568
1.50;3825;6.414590968;25755.00378
1.50;3850;8.424030613;26593.8061
1.50;3875;11.55011447;27362.24199
1.50;3900;16.94072106;28039.15405
1.50;3925;28.06144216;28600.90474
1.50;3950;62.2332248;29017.51169
1.50;3975;62.2332248;29017.51169
1.50;4000;62.2332248;29017.51169
B'g;Temp (K);B'c;Hw (kJ/kg)
1.90;250;0;-7081.743644
1.90;275;0;-7025.476541
1.90;300;0;-6962.307755
1.90;325;0;-6892.464475
1.90;350;0;-6817.017353
1.90;375;0;-6737.482398
1.90;400;0;-6655.40778
1.90;425;0;-6572.08714
1.90;450;0;-6488.424578
1.90;475;0;-6404.908672
1.90;500;0;-6321.640066
1.90;525;0;-6238.370824
1.90;550;0;-6154.530792
1.90;575;0;-6069.228001
1.90;600;0;-5981.216354
1.90;625;0;-5888.826785
1.90;650;0;-5789.86014
1.90;675;0;-5681.445058
1.90;700;0;-5559.874007
1.90;725;0;-5420.450279
1.90;750;0;-5257.412301
1.90;775;0;-5064.049708
1.90;800;0;-4833.177781
1.90;825;0;-4558.162872
1.90;850;0;-4234.633233
1.90;875;0;-3862.787882
1.90;900;0;-3449.77119
1.90;925;0;-3010.989816
1.90;950;0;-2568.915196
1.90;975;0;-2148.586023
1.90;1000;0;-1771.060974
1.90;1025;0;-1448.146355
1.90;1050;0;-1181.251338
1.90;1075;0;-964.206128
1.90;1100;0;-787.4616961
1.90;1125;0;-641.3210074
1.90;1150;0;-517.5497423
1.90;1175;0;-409.7879519
1.90;1200;0;-313.3720891
1.90;1225;0;-224.9740746
1.90;1250;0;-142.247397
1.90;1275;0;-63.54223222
1.90;1300;0;12.30488717
1.90;1325;0;86.1199369
1.90;1350;0;158.4946549
1.90;1375;0;229.8575919
1.90;1400;0;300.5229655
1.90;1425;0;370.724377
1.90;1450;0;440.6382319
1.90;1475;0;510.4001448
1.90;1500;0;580.1165437
1.90;1525;0;649.8729661
1.90;1550;0;719.7400626
1.90;1575;0;789.7779972
1.90;1600;0;860.0397196
1.90;1625;0;930.5734371
1.90;1650;0;1001.424515
1.90;1675;0;1072.636964
1.90;1700;0;1144.254632
1.90;1725;0;1216.322171
1.90;1750;0;1288.885855
1.90;1775;0;1361.994262
1.90;1800;0;1435.698876
1.90;1825;0;1510.054615
1.90;1850;0;1585.120302
1.90;1875;0;1660.959089
1.90;1900;0;1737.638843
1.90;1925;0;1815.232495
1.90;1950;0;1893.818351
1.90;1975;0;1973.480378
1.90;2000;0;2054.308447
1.90;2025;0;2136.398545
1.90;2050;0;2219.852958
1.90;2075;0;2304.780388
1.90;2100;0;2391.296063
1.90;2125;0;2479.521773
1.90;2150;0;2569.585879
1.90;2175;0;2661.623258
1.90;2200;0;2755.7752
1.90;2225;0;2852.189258
1.90;2250;0;2951.01903
1.90;2275;0;3052.423894
1.90;2300;0;3156.56868
1.90;2325;0;3263.623296
1.90;2350;0;3373.762283
1.90;2375;0;3487.164339
1.90;2400;0;3604.011779
1.90;2425;0;3724.489965
1.90;2450;0;3848.786697
1.90;2475;0;3977.091579
1.90;2500;0;4109.59537
1.90;2525;0;4246.489337
1.90;2550;0;4387.964623
1.90;2575;0;4534.211636
1.90;2600;0;4685.419507
1.90;2625;0;4841.775606
1.90;2650;0;5003.465173
1.90;2675;0;5170.671075
1.90;2700;0;5343.573724
1.90;2725;0;5522.351202
1.90;2750;0;5707.179629
1.90;2775;0;5898.233817
1.90;2800;0;6095.688265
1.90;2825;0;6299.71855
1.90;2850;0;6510.503176
1.90;2875;0.001935924;6728.225942
1.90;2900;0.016231268;6953.078908
1.90;2925;0.031134073;7185.266033
1.90;2950;0.046670943;7425.00757
1.90;2975;0.062874085;7672.54529
1.90;3000;0.079782855;7928.148642
1.90;3025;0.097445623;8192.121916
1.90;3050;0.115922049;8464.812493
1.90;3075;0.135285839;8746.620248
1.90;3100;0.155628067;9038.00814
1.90;3125;0.177061191;9339.51401
1.90;3150;0.199723894;9651.763522
1.90;3175;0.223786923;9975.484128
1.90;3200;0.249460129;10311.51983
1.90;3225;0.277000977;10660.84635
1.90;3250;0.306724838;11024.5861
1.90;3275;0.339017497;11404.02219
1.90;3300;0.374350382;11800.61013
1.90;3325;0.413299226;12215.98587
1.90;3350;0.456567062;12651.96776
1.90;3375;0.505012762;13110.54996
1.90;3400;0.559686765;13593.88381
1.90;3425;0.621876239;14104.24314
1.90;3450;0.693162801;14643.96866
1.90;3475;0.775497201;15215.38664
1.90;3500;0.871297282;15820.69636
1.90;3525;0.983578381;16461.82213
1.90;3550;1.116129778;17140.22682
1.90;3575;1.27375771;17856.68702
1.90;3600;1.462626611;18611.03452
1.90;3625;1.690748621;19401.87451
1.90;3650;1.9687026;20226.29886
1.90;3675;2.310718739;21079.61979
1.90;3700;2.736364842;21955.15579
1.90;3725;3.273261139;22844.10401
1.90;3750;3.961633125;23735.52931
1.90;3775;4.862327774;24616.48763
1.90;3800;6.071788465;25472.27875
1.90;3825;7.752170862;26286.79094
1.90;3850;10.19793188;27042.85692
1.90;3875;14.00301612;27722.48181
1.90;3900;20.56393912;28306.7009
1.90;3925;34.09314932;28774.55747
1.90;3950;75.60828601;29099.59762
1.90;3975;75.60828601;29099.59762
1.90;4000;75.60828601;29099.59762
B'g;Temp (K);B'c;Hw (kJ/kg)
2.40;250;0;-7409.552137
2.40;275;0;-7352.384618
2.40;300;0;-7288.286745
2.40;325;0;-7217.370512
2.40;350;0;-7140.590942
2.40;375;0;-7059.38948
2.40;400;0;-6975.29967
2.40;425;0;-6889.654281
2.40;450;0;-6803.431244
2.40;475;0;-6717.207976
2.40;500;0;-6631.174419
2.40;525;0;-6545.163278
2.40;550;0;-6458.670637
2.40;575;0;-6370.851472
2.40;600;0;-6280.481123
2.40;625;0;-6185.87707
2.40;650;0;-6084.777686
2.40;675;0;-5974.180013
2.40;700;0;-5850.149608
2.40;725;0;-5707.637562
2.40;750;0;-5540.378414
2.40;775;0;-5340.99845
2.40;800;0;-5101.524647
2.40;825;0;-4814.513645
2.40;850;0;-4474.949689
2.40;875;0;-4082.802382
2.40;900;0;-3645.633931
2.40;925;0;-3180.006952
2.40;950;0;-2710.123491
2.40;975;0;-2262.910343
2.40;1000;0;-1860.971599
2.40;1025;0;-1516.985859
2.40;1050;0;-1232.534654
2.40;1075;0;-1001.126404
2.40;1100;0;-812.6620623
2.40;1125;0;-656.8641368
2.40;1150;0;-524.9892788
2.40;1175;0;-410.2716228
2.40;1200;0;-307.7402953
2.40;1225;0;-213.8408679
2.40;1250;0;-126.0622853
2.40;1275;0;-42.63560999
2.40;1300;0;37.6889598
2.40;1325;0;115.8002619
2.40;1350;0;192.336107
2.40;1375;0;267.7590748
2.40;1400;0;342.4087301
2.40;1425;0;416.5377221
2.40;1450;0;490.3369054
2.40;1475;0;563.9529649
2.40;1500;0;637.500903
2.40;1525;0;711.0729819
2.40;1550;0;784.7452044
2.40;1575;0;858.5820715
2.40;1600;0;932.6401256
2.40;1625;0;1006.970631
2.40;1650;0;1081.621637
2.40;1675;0;1156.639596
2.40;1700;0;1232.070659
2.40;1725;0;1307.961733
2.40;1750;0;1384.361367
2.40;1775;0;1461.320505
2.40;1800;0;1538.893137
2.40;1825;0;1617.136882
2.40;1850;0;1696.113496
2.40;1875;0;1775.889348
2.40;1900;0;1856.535832
2.40;1925;0;1938.129757
2.40;1950;0;2020.75369
2.40;1975;0;2104.496266
2.40;2000;0;2189.452461
2.40;2025;0;2275.723826
2.40;2050;0;2363.418689
2.40;2075;0;2452.652291
2.40;2100;0;2543.546908
2.40;2125;0;2636.231897
2.40;2150;0;2730.843709
2.40;2175;0;2827.525839
2.40;2200;0;2926.428717
2.40;2225;0;3027.709549
2.40;2250;0;3131.532086
2.40;2275;0;3238.066343
2.40;2300;0;3347.488246
2.40;2325;0;3459.979219
2.40;2350;0;3575.725721
2.40;2375;0;3694.918712
2.40;2400;0;3817.753077
2.40;2425;0;3944.426999
2.40;2450;0;4075.141291
2.40;2475;0;4210.098706
2.40;2500;0;4349.503221
2.40;2525;0;4493.559316
2.40;2550;0;4642.471273
2.40;2575;0;4796.442495
2.40;2600;0;4955.67488
2.40;2625;0;5120.368273
2.40;2650;0;5290.720013
2.40;2675;0;5466.924623
2.40;2700;0;5649.173657
2.40;2725;0;5837.655762
2.40;2750;0;6032.556977
2.40;2775;0;6234.061339
2.40;2800;0;6442.351813
2.40;2825;0;6657.611646
2.40;2850;0;6880.026153
2.40;2875;0;7109.785051
2.40;2900;0;7347.085363
2.40;2925;0;7592.135004
2.40;2950;0;7845.157089
2.40;2975;0.013138443;8106.395069
2.40;3000;0.03375895;8376.118749
2.40;3025;0.055323163;8654.631266
2.40;3050;0.077905065;8942.277083
2.40;3075;0.101595679;9239.451047
2.40;3100;0.126507098;9546.608503
2.40;3125;0.152777373;9864.27646
2.40;3150;0.180576398;10193.06569
2.40;3175;0.210113014;10533.68361
2.40;3200;0.241643592;10886.94758
2.40;3225;0.275482394;11253.79827
2.40;3250;0.312014135;11635.31228
2.40;3275;0.35170923;12032.7132
2.40;3300;0.395142388;12447.37969
2.40;3325;0.443015398;12880.84896
2.40;3350;0.496185215;13334.8134
2.40;3375;0.555698825;13811.10748
2.40;3400;0.622836913;14311.68166
2.40;3425;0.699169065;14838.55922
2.40;3450;0.786624332;15393.77163
2.40;3475;0.887582557;15979.26768
2.40;3500;1.004994162;16596.7923
2.40;3525;1.14253964;17247.73152
2.40;3550;1.30484537;17932.92261
2.40;3575;1.497780879;18652.43167
2.40;3600;1.728876282;19405.30582
2.40;3625;2.007921129;20189.31361
2.40;3650;2.34784407;21000.69396
2.40;3675;2.766039827;21833.94064
2.40;3700;3.286432332;22681.65341
2.40;3725;3.942796196;23534.48665
2.40;3750;4.784326722;24381.21891
2.40;3775;5.885446227;25208.95138
2.40;3800;7.364120525;26003.41908
2.40;3825;9.418687323;26749.36685
2.40;3850;12.40926277;27430.9035
2.40;3875;17.06204377;28031.69797
2.40;3900;25.08370617;28534.7946
2.40;3925;41.61809316;28921.59795
2.40;3950;92.29190441;29168.66749
2.40;3975;92.29190441;29168.66749
2.40;4000;92.29190441;29168.66749
B'g;Temp (K);B'c;Hw (kJ/kg)
3.00;250;0;-7699.222347
3.00;275;0;-7641.147679
3.00;300;0;-7576.088536
3.00;325;0;-7504.075341
3.00;350;0;-7425.982451
3.00;375;0;-7343.200002
3.00;400;0;-7257.254004
3.00;425;0;-7169.510664
3.00;450;0;-7081.009479
3.00;475;0;-6992.403178
3.00;500;0;-6903.959396
3.00;525;0;-6815.583314
3.00;550;0;-6726.833092
3.00;575;0;-6636.910804
3.00;600;0;-6544.618114
3.00;625;0;-6448.269389
3.00;650;0;-6345.557347
3.00;675;0;-6233.37193
3.00;700;0;-6107.584838
3.00;725;0;-5962.836491
3.00;750;0;-5792.405401
3.00;775;0;-5588.303591
3.00;800;0;-5341.8116
3.00;825;0;-5044.700485
3.00;850;0;-4691.306943
3.00;875;0;-4281.333562
3.00;900;0;-3822.687351
3.00;925;0;-3332.982337
3.00;950;0;-2838.025554
3.00;975;0;-2366.504318
3.00;1000;0;-1942.464151
3.00;1025;0;-1579.396818
3.00;1050;0;-1279.047542
3.00;1075;0;-1034.633352
3.00;1100;0;-835.5554847
3.00;1125;0;-671.0098593
3.00;1150;0;-531.7921255
3.00;1175;0;-410.7692911
3.00;1200;0;-302.6927735
3.00;1225;0;-203.8037157
3.00;1250;0;-111.4424911
3.00;1275;0;-23.73261823
3.00;1300;0;60.65365535
3.00;1325;0;142.6619272
3.00;1350;0;222.9716064
3.00;1375;0;302.0759911
3.00;1400;0;380.337515
3.00;1425;0;458.0259986
3.00;1450;0;535.3453023
3.00;1475;0;612.4520536
3.00;1500;0;689.4689311
3.00;1525;0;766.494191
3.00;1550;0;843.6085791
3.00;1575;0;920.8804113
3.00;1600;0;998.3693625
3.00;1625;0;1076.129336
3.00;1650;0;1154.210672
3.00;1675;0;1232.661889
3.00;1700;0;1311.531069
3.00;1725;0;1390.866999
3.00;1750;0;1470.72012
3.00;1775;0;1551.143341
3.00;1800;0;1632.19274
